time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200605:2010,0,0,0,0,0,20.15,4.55,0
20200605:2110,0,0,0,0,0,20.21,3.79,0
20200605:2210,0,0,0,0,0,20.02,2.9,0
20200605:2310,0,0,0,0,0,19.83,1.86,0
20200606:0010,0,0,0,0,0,19.6,1.38,0
20200606:0110,0,0,0,0,0,19.3,1.31,0
20200606:0210,0,0,0,0,0,18.95,1.59,0
20200606:0310,0,0,0,0,0,18.64,2.28,0
20200606:0410,25.17,12,39,0,6.29,18.4,2.28,0
20200606:0510,154.98,129,91,0,16.45,18.67,1.66,0
20200606:0610,326.91,327,95,0,27.09,19.46,1.1,0
20200606:0710,475.22,507,101,0,37.93,20.12,0.83,0
20200606:0810,585.18,629,127,0,48.61,20.53,1.03,0
20200606:0910,682.6,751,129,0,58.52,20.75,2.14,0
20200606:1010,758.57,857.01,109,0,66.25,20.67,3.79,0
20200606:1110,777.41,881.01,108,0,69,20.57,4.07,0
20200606:1210,762.79,871.01,92,0,65,20.52,4.48,0
20200606:1310,668.93,665,171,0,56.65,20.57,4.69,0
20200606:1410,598.72,641,100,0,46.52,20.73,5.1,0
20200606:1510,454.43,449,115,0,35.77,20.93,5.1,0
20200606:1610,280.55,239,123,0,24.94,21.13,4.83,0
20200606:1710,124.66,104,82,0,14.37,21.36,4.62,0
20200606:1810,11.71,12,22.02,0,4.36,21.5,4.34,0
20200606:1910,0,0,0,0,0,21.45,4.21,0
20200606:2010,0,0,0,0,0,21.34,3.72,0
20200606:2110,0,0,0,0,0,21.19,3.59,0
20200606:2210,0,0,0,0,0,21.25,3.52,0
20200606:2310,0,0,0,0,0,21.29,3.52,0
20200607:0010,0,0,0,0,0,21.19,3.66,0
20200607:0110,0,0,0,0,0,20.88,3.45,0
20200607:0210,0,0,0,0,0,20.59,3.38,0
20200607:0310,0,0,0,0,0,20.34,3.59,0
20200607:0410,24.98,12,39,0,6.34,20.13,3.24,0
20200607:0510,160.94,153,78,0,16.48,20.22,2.34,0
20200607:0610,323.45,321,97,0,27.12,20.63,1.66,0
20200607:0710,461.91,451,133,0,37.96,21.08,2.21,0
20200607:0810,559.44,504,202,0,48.65,21.78,3.31,0
20200607:0910,642.14,570,239,0,58.57,21.93,4.55,0
20200607:1010,572.72,298,419,0,66.32,21.91,5.93,0
20200607:1110,575.77,282,436,0,69.1,22.15,7.17,0
20200607:1210,380.17,50,426,0,65.1,22.08,7.52,0
20200607:1310,282.51,15,343,0,56.75,22.22,7.24,0
20200607:1410,96.3,0,135,0,46.61,22.25,6.55,0
20200607:1510,154.48,3,202,0,35.86,22.23,5.66,0
20200607:1610,196.58,68,189,0,25.04,22.04,5.52,0
20200607:1710,79.98,18,100,0,14.47,21.77,5.31,0
20200607:1810,12.3,11,23.22,0,4.46,21.38,4.9,0
20200607:1910,0,0,0,0,0,20.98,4.21,0
20200607:2010,0,0,0,0,0,20.78,3.79,0
20200607:2110,0,0,0,0,0,20.7,3.17,0
20200607:2210,0,0,0,0,0,20.51,2.55,0
20200607:2310,0,0,0,0,0,20.25,2.55,0
20200608:0010,0,0,0,0,0,19.95,1.66,0
20200608:0110,0,0,0,0,0,19.62,2.07,0
20200608:0210,0,0,0,0,0,19.23,1.72,0
20200608:0310,0,0,0,0,0,18.98,2.21,0
20200608:0410,0.08,0,6,0,6.37,19.01,2.07,0
20200608:0510,7.39,0,20,0,16.51,19.06,2.55,0
20200608:0610,27.83,0,49,0,27.14,19.04,2.76,0
20200608:0710,29.34,0,51,0,37.99,19.07,2.34,0
20200608:0810,56.08,0,85,0,48.68,19.14,1.66,0
20200608:0910,75.45,0,109,0,58.61,19.4,1.17,0
20200608:1010,60.89,0,91,0,66.39,19.31,1.72,0
20200608:1110,201.04,0,260,0,69.19,19.25,2.07,0
20200608:1210,411.99,81,440,0,65.21,19.66,2.41,0
20200608:1310,163.46,0,215,0,56.85,19.92,2.55,0
20200608:1410,151.7,0,201,0,46.71,19.99,2.41,0
20200608:1510,288.05,90,274,0,35.95,20.18,3.38,0
20200608:1610,169.48,37,186,0,25.13,20.18,3.03,0
20200608:1710,85.55,23,102,0,14.56,19.58,1.52,0
20200608:1810,5.55,0,17,0,4.55,19.52,1.86,0
20200608:1910,0,0,0,0,0,19.6,2.9,0
20200608:2010,0,0,0,0,0,19.68,2.69,0
20200608:2110,0,0,0,0,0,19.7,2.69,0
20200608:2210,0,0,0,0,0,19.32,1.86,0
20200608:2310,0,0,0,0,0,19.46,1.79,0
20200609:0010,0,0,0,0,0,19.48,1.79,0
20200609:0110,0,0,0,0,0,19.4,2.28,0
20200609:0210,0,0,0,0,0,19.25,3.1,0
20200609:0310,0,0,0,0,0,19.14,3.17,0
20200609:0410,12.3,1,27,0,6.4,19.07,3.03,0
20200609:0510,163.75,156,77,0,16.53,19.11,3.31,0
20200609:0610,294.67,217,158,0,27.17,19.6,3.45,0
20200609:0710,174.67,5,223,0,38.01,20.11,3.45,0
20200609:0810,557.62,482,217,0,48.7,20.5,3.38,0
20200609:0910,655.12,608,219,0,58.64,20.74,3.72,0
20200609:1010,527.27,214,448,0,66.45,20.34,4.14,0
20200609:1110,737.12,744,197,0,69.28,20.02,3.31,0
20200609:1210,712.92,701,203,0,65.3,19.88,3.52,0
20200609:1310,492.34,213,400,0,56.94,19.81,4.48,0
20200609:1410,78.8,0,113,0,46.8,20.32,4.69,0
20200609:1510,242.19,41,267,0,36.04,20.38,4.62,0
20200609:1610,215.52,90,189,0,25.21,20.65,4.62,0
20200609:1710,73.79,12,97,0,14.65,20.56,3.86,0
20200609:1810,10.28,3,23.33,0,4.64,20.19,3.24,0
20200609:1910,0,0,0,0,0,20.11,2.55,0
20200609:2010,0,0,0,0,0,19.97,2.83,0
20200609:2110,0,0,0,0,0,20.28,3.31,0
20200609:2210,0,0,0,0,0,19.83,1.72,0
20200609:2310,0,0,0,0,0,19.55,1.66,0
20200610:0010,0,0,0,0,0,19.3,1.52,0
20200610:0110,0,0,0,0,0,18.95,1.52,0
20200610:0210,0,0,0,0,0,18.73,2.14,0
20200610:0310,0,0,0,0,0,18.52,2.76,0
20200610:0410,26.03,12,40,0,6.43,18.27,3.79,0
20200610:0510,160.79,138,88,0,16.55,18.25,4.34,0
20200610:0610,321.51,281,124,0,27.18,18.53,4.48,0
20200610:0710,474.73,443,142,0,38.02,19.17,4.55,0
20200610:0810,580.06,533,189,0,48.72,19.88,3.93,0
20200610:0910,633.69,546,258,0,58.67,20.47,3.03,0
20200610:1010,694.11,757,177,0,66.5,20.47,0.34,0
20200610:1110,719.57,793.01,168,0,69.36,21.12,0.97,0
20200610:1210,54.09,0,83,0,65.39,20.8,2.69,0
20200610:1310,174.41,0,227,0,57.03,19.68,4.21,0
20200610:1410,275.11,27,321,0,46.88,19.57,3.45,0
20200610:1510,138.32,1,184,0,36.12,20.42,2.97,0
20200610:1610,26.81,0,48,0,25.3,20.92,2.83,0
20200610:1710,11.8,0,27,0,14.74,21.19,3.31,0
20200610:1810,9.47,2,22.58,0,4.73,21.17,3.52,0
20200610:1910,0,0,0,0,0,20.77,3.93,0
20200610:2010,0,0,0,0,0,20,4.9,0
20200610:2110,0,0,0,0,0,19.65,4.76,0
20200610:2210,0,0,0,0,0,19.08,3.24,0
20200610:2310,0,0,0,0,0,18.82,3.79,0
20200611:0010,0,0,0,0,0,18.63,5.03,0
20200611:0110,0,0,0,0,0,18.5,4.83,0
20200611:0210,0,0,0,0,0,18.24,4.21,0
20200611:0310,0,0,0,0,0,18.1,4.14,0
20200611:0410,7.45,0,20,0,6.45,17.66,4.48,0
20200611:0510,159.73,132,91,0,16.57,17.5,5.24,0
20200611:0610,324.89,285,121,0,27.19,17.65,5.59,0
20200611:0710,496.05,507,101,0,38.03,18.28,4.62,0
20200611:0810,553.39,455,234,0,48.73,19.09,3.38,0
20200611:0910,461.68,161,421,0,58.7,19.45,2.55,0
20200611:1010,525.7,215,448,0,66.55,19.77,3.17,0
20200611:1110,568.52,278,442,0,69.44,19.69,2.97,0
20200611:1210,197.51,0,255,0,65.48,19.43,3.17,0
20200611:1310,316.2,27,370,0,57.11,19.21,3.93,0
20200611:1410,410.81,162,348,0,46.96,19.38,4.34,0
20200611:1510,293.49,90,279,0,36.2,19.69,3.93,0
20200611:1610,209.14,79,192,0,25.38,20.1,3.66,0
20200611:1710,120.82,79,97,0,14.82,20.32,3.52,0
20200611:1810,14.68,17,23.72,0,4.82,20.47,3.66,0
20200611:1910,0,0,0,0,0,20.44,3.52,0
20200611:2010,0,0,0,0,0,20.25,3.17,0
20200611:2110,0,0,0,0,0,19.97,3.59,0
20200611:2210,0,0,0,0,0,19.55,3.72,0
20200611:2310,0,0,0,0,0,19.37,4.07,0
20200612:0010,0,0,0,0,0,19.13,4.41,0
20200612:0110,0,0,0,0,0,18.89,4.83,0
20200612:0210,0,0,0,0,0,18.67,4.62,0
20200612:0310,0,0,0,0,0,18.47,4.41,0
20200612:0410,28.05,15,41,0,6.46,18.28,4.83,0
20200612:0510,162.17,142,86,0,16.58,18.36,4.76,0
20200612:0610,329.09,306,109,0,27.2,18.9,4.62,0
20200612:0710,467.02,424,153,0,38.04,19.52,4.41,0
20200612:0810,593.23,584,156,0,48.74,20.11,3.79,0
20200612:0910,644.78,577,238,0,58.72,20.53,3.45,0
20200612:1010,698.47,624,258,0,66.59,20.95,4.48,0
20200612:1110,738.12,718,215,0,69.51,20.78,4.62,0
20200612:1210,728.2,732,186,0,65.56,20.6,4.55,0
20200612:1310,652.03,596,216,0,57.19,20.41,5.03,0
20200612:1410,579.02,562,155,0,47.04,20.29,4.76,0
20200612:1510,415.29,324,193,0,36.28,20.27,4.14,0
20200612:1610,283.61,231,133,0,25.46,20.4,4.41,0
20200612:1710,130.5,103,88,0,14.9,20.59,4.76,0
20200612:1810,14.86,13,25.66,0,4.9,20.6,4.9,0
20200612:1910,0,0,0,0,0,20.48,4.9,0
20200612:2010,0,0,0,0,0,20.45,4.83,0
20200612:2110,0,0,0,0,0,20.45,4.48,0
20200612:2210,0,0,0,0,0,20.09,4.21,0
20200612:2310,0,0,0,0,0,20.34,3.93,0
20200613:0010,0,0,0,0,0,20.74,3.86,0
20200613:0110,0,0,0,0,0,20.83,3.86,0
20200613:0210,0,0,0,0,0,20.63,3.52,0
20200613:0310,0,0,0,0,0,20.36,3.93,0
20200613:0410,29.55,23,39,0,6.47,20.09,4.55,0
20200613:0510,156.25,134,88,0,16.58,20.2,3.93,0
20200613:0610,268.77,164,180,0,27.2,20.73,3.86,0
20200613:0710,402.88,273,232,0,38.04,21.25,3.72,0
20200613:0810,526.44,412,252,0,48.75,21.57,3.17,0
20200613:0910,648.93,635,197,0,58.73,22.08,2.83,0
20200613:1010,649.1,510,317,0,66.62,22.4,4,0
20200613:1110,594.12,347,410,0,69.57,22.28,3.79,0
20200613:1210,296.74,12,367,0,65.63,22.09,3.79,0
20200613:1310,693.75,771,98,0,57.27,21.72,5.1,0
20200613:1410,599.44,635,102,0,47.11,21.51,6.9,0
20200613:1510,326.36,140,269,0,36.35,21.63,6.14,0
20200613:1610,243,140,174,0,25.53,21.75,5.24,0
20200613:1710,119.9,77,98,0,14.97,21.85,5.38,0
20200613:1810,4.88,0,16,0,4.97,22.2,5.1,0
20200613:1910,0,0,0,0,0,22.63,4.48,0
20200613:2010,0,0,0,0,0,22.6,5.1,0
20200613:2110,0,0,0,0,0,22.23,6.14,0
20200613:2210,0,0,0,0,0,21.59,6,0
20200613:2310,0,0,0,0,0,21.11,5.93,0
20200614:0010,0,0,0,0,0,20.66,4.69,0
20200614:0110,0,0,0,0,0,20.3,4.34,0
20200614:0210,0,0,0,0,0,20.07,5.66,0
20200614:0310,0,0,0,0,0,19.85,6.62,0
20200614:0410,3.29,0,13,0,6.48,19.64,6.28,0
20200614:0510,22.56,0,42,0,16.58,19.62,6,0
20200614:0610,173.85,28,198,0,27.19,19.88,6.21,0
20200614:0710,29.95,0,52,0,38.03,20.47,6.62,0
20200614:0810,103.4,0,143,0,48.75,21.1,5.45,0
20200614:0910,108.69,0,150,0,58.74,21.63,3.79,0
20200614:1010,392.41,57,435,0,66.65,18.47,2.9,0
20200614:1110,507.22,170,466,0,69.62,17.99,2.83,0
20200614:1210,107.06,0,146,0,65.7,17.96,2.55,0
20200614:1310,117.58,0,158,0,57.34,17.92,4.55,0
20200614:1410,342.37,72,351,0,47.18,18.03,5.45,0
20200614:1510,313.54,112,278,0,36.42,18.18,4.14,0
20200614:1610,144.59,16,175,0,25.6,18.57,3.72,0
20200614:1710,102.92,39,108,0,15.04,18.57,3.86,0
20200614:1810,13.43,5,26.8,0,5.04,17.91,3.59,0
20200614:1910,0,0,0,0,0,18.15,3.52,0
20200614:2010,0,0,0,0,0,18.73,3.45,0
20200614:2110,0,0,0,0,0,19.1,2.9,0
20200614:2210,0,0,0,0,0,19.99,2.21,0
20200614:2310,0,0,0,0,0,19.74,2.55,0
20200615:0010,0,0,0,0,0,19.57,2.41,0
20200615:0110,0,0,0,0,0,19.35,3.03,0
20200615:0210,0,0,0,0,0,19.1,4.07,0
20200615:0310,0,0,0,0,0,19.09,5.03,0
20200615:0410,11.28,0,26,0,6.48,19.08,5.52,0
20200615:0510,100.26,24,117,0,16.57,19.21,5.38,0
20200615:0610,99.11,1,136,0,27.19,19.65,5.45,0
20200615:0710,357.41,172,272,0,38.02,20.05,5.31,0
20200615:0810,340.13,70,356,0,48.74,20.42,4.83,0
20200615:0910,575.63,385,335,0,58.74,20.61,4.41,0
20200615:1010,735.12,765,160,0,66.67,20.68,4.76,0
20200615:1110,700.82,615,268,0,69.67,20.43,4.48,0
20200615:1210,515.49,202,440,0,65.77,20,5.03,0
20200615:1310,451.74,154,409,0,57.41,19.93,4.48,0
20200615:1410,249.69,16,302,0,47.25,20.04,3.52,0
20200615:1510,78.86,0,113,0,36.49,19.92,3.59,0
20200615:1610,63.25,0,94,0,25.67,20.03,3.52,0
20200615:1710,35.33,0,59,0,15.11,20.16,3.59,0
20200615:1810,4.94,0,16,0,5.11,20.27,4.14,0
20200615:1910,0,0,0,0,0,20.25,4.69,0
20200615:2010,0,0,0,0,0,20.22,4.83,0
20200615:2110,0,0,0,0,0,20.26,5.03,0
20200615:2210,0,0,0,0,0,19.82,5.1,0
20200615:2310,0,0,0,0,0,19.65,5.38,0
20200616:0010,0,0,0,0,0,19.48,6.21,0
20200616:0110,0,0,0,0,0,19.61,6.97,0
20200616:0210,0,0,0,0,0,19.41,7.24,0
20200616:0310,0,0,0,0,0,19.49,7.66,0
20200616:0410,30.06,24,39,0,6.47,19.63,6.97,0
20200616:0510,65.73,3,94,0,16.56,19.5,6.34,0
20200616:0610,145.47,12,180,0,27.17,19.51,5.86,0
20200616:0710,358.33,169,275,0,38.01,19.42,5.24,0
20200616:0810,505.87,332,293,0,48.73,19.52,4.76,0
20200616:0910,628.34,513,269,0,58.74,19.8,4.69,0
20200616:1010,626.41,428,360,0,66.69,21.05,4.62,0
20200616:1110,572.23,289,433,0,69.71,21.23,4.28,0
20200616:1210,669.36,561,284,0,65.82,21.34,4.48,0
20200616:1310,613.25,504,266,0,57.47,21.48,4.48,0
20200616:1410,559.86,524,175,0,47.31,21.5,4.34,0
20200616:1510,403.57,301,204,0,36.55,21.46,4.28,0
20200616:1610,280.81,228,134,0,25.73,21.48,4.34,0
20200616:1710,126.22,89,95,0,15.17,21.39,4.07,0
20200616:1810,16.62,15,27.1,0,5.17,21.14,3.59,0
20200616:1910,0,0,0,0,0,20.89,2.41,0
20200616:2010,0,0,0,0,0,20.79,1.79,0
20200616:2110,0,0,0,0,0,20.72,1.59,0
20200616:2210,0,0,0,0,0,20.63,1.24,0
20200616:2310,0,0,0,0,0,20.4,1.93,0
20200617:0010,0,0,0,0,0,20.37,2.83,0
20200617:0110,0,0,0,0,0,20.27,3.1,0
20200617:0210,0,0,0,0,0,20.22,2.97,0
20200617:0310,0,0,0,0,0,20.05,2.41,0
20200617:0410,13.6,1,29,0,6.46,19.94,2.48,0
20200617:0510,153.89,129,90,0,16.55,20.04,2.83,0
20200617:0610,310.37,276,122,0,27.16,20.68,2.9,0
20200617:0710,449.83,407,158,0,37.99,21.45,3.24,0
20200617:0810,556.63,500,201,0,48.71,21.93,3.59,0
20200617:0910,605.71,482,287,0,58.73,22.21,3.66,0
20200617:1010,619.95,448,350,0,66.69,22.8,3.03,0
20200617:1110,582.11,339,414,0,69.75,23.09,2.62,0
20200617:1210,540.42,279,420,0,65.88,23.07,2.28,0
20200617:1310,114.13,0,158,0,57.52,23,2.07,0
20200617:1410,548.88,535,169,0,47.37,22.93,2.14,0
20200617:1510,121.94,0,167,0,36.61,22.57,2.69,0
20200617:1610,208.86,81,193,0,25.79,22.63,3.17,0
20200617:1710,131.23,109,86,0,15.23,22.78,1.38,0
20200617:1810,16.95,18,26.37,0,5.22,22.81,1.38,0
20200617:1910,0,0,0,0,0,23.04,1.38,0
20200617:2010,0,0,0,0,0,22.79,2,0
20200617:2110,0,0,0,0,0,22.22,3.79,0
20200617:2210,0,0,0,0,0,21.86,5.59,0
20200617:2310,0,0,0,0,0,21.44,6.76,0
20200618:0010,0,0,0,0,0,21.17,6.48,0
20200618:0110,0,0,0,0,0,20.95,6.55,0
20200618:0210,0,0,0,0,0,20.76,6.55,0
20200618:0310,0,0,0,0,0,20.64,6.21,0
20200618:0410,31.64,32,37,0,6.44,20.57,5.79,0
20200618:0510,164.57,158,77,0,16.53,20.69,5.03,0
20200618:0610,333.97,331,94,0,27.13,21.06,5.03,0
20200618:0710,479.09,470,126,0,37.97,21.7,5.03,0
20200618:0810,616.02,657,111,0,48.69,22.47,5.52,0
20200618:0910,689.97,717,154,0,58.71,23.16,5.31,0
20200618:1010,754.79,866.01,107,0,66.7,23.45,4,0
20200618:1110,738.59,769,188,0,69.77,23.68,3.72,0
20200618:1210,669.59,576,286,0,65.92,23.99,3.93,0
20200618:1310,565.27,401,330,0,57.58,24.1,2.62,0
20200618:1410,476,317,297,0,47.42,24.42,2.21,0
20200618:1510,356.5,200,257,0,36.66,24.5,3.1,0
20200618:1610,282.08,230,139,0,25.84,24.27,3.72,0
20200618:1710,133.27,106,91,0,15.28,24.09,3.66,0
20200618:1810,17.1,19,26.16,0,5.28,23.79,3.79,0
20200618:1910,0,0,0,0,0,23.4,4.62,0
20200618:2010,0,0,0,0,0,22.86,4.83,0
20200618:2110,0,0,0,0,0,22.35,4.69,0
20200618:2210,0,0,0,0,0,21.93,3.93,0
20200618:2310,0,0,0,0,0,21.61,4.97,0
20200619:0010,0,0,0,0,0,21.41,5.79,0
20200619:0110,0,0,0,0,0,21.29,6.07,0
20200619:0210,0,0,0,0,0,21.16,6.34,0
20200619:0310,0,0,0,0,0,20.95,6.34,0
20200619:0410,29.47,25,38,0,6.42,20.77,6.28,0
20200619:0510,156.44,132,90,0,16.5,20.77,6,0
20200619:0610,319.01,285,120,0,27.11,21.15,6.07,0
20200619:0710,351.77,160,280,0,37.94,21.65,5.79,0
20200619:0810,414.77,159,361,0,48.67,22.15,5.17,0
20200619:0910,652.93,611,219,0,58.69,22.49,3.93,0
20200619:1010,376.11,49,432,0,66.69,23.08,3.38,0
20200619:1110,396.08,59,450,0,69.79,23.15,2.69,0
20200619:1210,659.64,551,298,0,65.96,22.69,3.24,0
20200619:1310,644.2,590,224,0,57.62,22.33,4.41,0
20200619:1410,575.58,549,168,0,47.47,22.23,5.38,0
20200619:1510,152.62,2,201,0,36.71,22.38,5.38,0
20200619:1610,202.08,66,198,0,25.89,22.47,4.97,0
20200619:1710,41.12,0,67,0,15.33,22.43,4.48,0
20200619:1810,3.23,0,13,0,5.32,22.4,4.34,0
20200619:1910,0,0,0,0,0,22.27,3.86,0
20200619:2010,0,0,0,0,0,22.19,4,0
20200619:2110,0,0,0,0,0,22,4.69,0
20200619:2210,0,0,0,0,0,22.52,5.31,0
20200619:2310,0,0,0,0,0,22.29,5.52,0
20200620:0010,0,0,0,0,0,21.86,4.97,0
20200620:0110,0,0,0,0,0,21.49,5.17,0
20200620:0210,0,0,0,0,0,21.23,6.14,0
20200620:0310,0,0,0,0,0,21.04,6.97,0
20200620:0410,30.32,29,37,0,6.4,20.81,7.38,0
20200620:0510,155.23,130,90,0,16.48,20.63,7.03,0
20200620:0610,205.57,57,207,0,27.08,20.28,7.24,0
20200620:0710,305,89,291,0,37.91,20.21,7.38,0
20200620:0810,605.71,591,149,0,48.64,20.32,7.38,0
20200620:0910,469.3,161,419,0,58.67,20.57,7.24,0
20200620:1010,766.62,811.01,139,0,66.68,20.5,6.97,0
20200620:1110,796.03,882.01,108,0,69.81,20.88,7.03,0
20200620:1210,757.94,790,149,0,66,21.28,7.59,0
20200620:1310,669.48,634,195,0,57.66,21.62,6.97,0
20200620:1410,607.39,652,99,0,47.52,21.76,6.14,0
20200620:1510,446.02,398,155,0,36.76,21.74,6.21,0
20200620:1610,305.61,286,106,0,25.93,21.73,5.72,0
20200620:1710,138.63,119,84,0,15.37,21.69,4.28,0
20200620:1810,17.76,21,25.74,0,5.37,21.51,3.31,0
20200620:1910,0,0,0,0,0,21.29,2.62,0
20200620:2010,0,0,0,0,0,21.2,2.41,0
20200620:2110,0,0,0,0,0,21.04,2.69,0
20200620:2210,0,0,0,0,0,21.08,3.24,0
20200620:2310,0,0,0,0,0,20.94,3.38,0
20200621:0010,0,0,0,0,0,20.73,3.24,0
20200621:0110,0,0,0,0,0,20.48,2.14,0
20200621:0210,0,0,0,0,0,20.31,1.59,0
20200621:0310,0,0,0,0,0,20.15,1.79,0
20200621:0410,28.65,23,38,0,6.36,20.05,2.28,0
20200621:0510,149.87,119,95,0,16.44,20.54,2.14,0
20200621:0610,215.1,77,205,0,27.04,21.5,1.1,0
20200621:0710,252.26,47,281,0,37.88,21.75,0.62,0
20200621:0810,551.27,511,195,0,48.6,22.28,2.07,0
20200621:0910,617.76,525,263,0,58.64,22.4,3.31,0
20200621:1010,658.15,524,310,0,66.66,22.19,4.55,0
20200621:1110,740.38,754,188,0,69.81,22.15,4.62,0
20200621:1210,660.57,542,297,0,66.02,22.1,4.21,0
20200621:1310,516.35,273,381,0,57.7,22,3.52,0
20200621:1410,55.37,0,85,0,47.56,22,3.03,0
20200621:1510,250.08,47,274,0,36.8,21.83,3.17,0
20200621:1610,263.37,181,161,0,25.97,21.75,2.69,0
20200621:1710,56.58,3,84,0,15.41,21.8,1.66,0
20200621:1810,0,0,4,0,5.4,21.86,1.59,0
20200621:1910,0,0,0,0,0,21.89,1.79,0
20200621:2010,0,0,0,0,0,21.84,2.14,0
20200621:2110,0,0,0,0,0,21.83,2.28,0
20200621:2210,0,0,0,0,0,21.55,1.38,0
20200621:2310,0,0,0,0,0,21.6,2.07,0
20200622:0010,0,0,0,0,0,21.55,2.34,0
20200622:0110,0,0,0,0,0,21.48,2.34,0
20200622:0210,0,0,0,0,0,21.55,3.03,0
20200622:0310,0,0,0,0,0,21.76,3.52,0
20200622:0410,23.59,9,39,0,6.33,21.78,3.79,0
20200622:0510,120.63,53,118,0,16.4,21.87,4.21,0
20200622:0610,179.74,36,200,0,27,22.11,4.76,0
20200622:0710,234.71,31,270,0,37.84,22.34,5.72,0
20200622:0810,562.9,494,206,0,48.57,22.51,6,0
20200622:0910,565.13,356,353,0,58.61,22.66,5.59,0
20200622:1010,623.99,432,360,0,66.64,23.23,4.9,0
20200622:1110,493.14,159,467,0,69.81,23.32,4.76,0
20200622:1210,682.02,603,264,0,66.05,23.66,5.17,0
20200622:1310,678.01,720,139,0,57.73,23.9,5.1,0
20200622:1410,593.91,641,106,0,47.59,24.01,5.1,0
20200622:1510,403.22,302,208,0,36.84,24.04,4.62,0
20200622:1610,300.16,285,106,0,26.01,24.09,4.41,0
20200622:1710,89.39,22,109,0,15.45,24.07,4.21,0
20200622:1810,14.11,3,29.28,0,5.44,23.9,4.14,0
20200622:1910,0,0,0,0,0,23.67,3.93,0
20200622:2010,0,0,0,0,0,23.51,3.59,0
20200622:2110,0,0,0,0,0,23.38,3.52,0
20200622:2210,0,0,0,0,0,23.23,3.24,0
20200622:2310,0,0,0,0,0,23.21,4.14,0
20200623:0010,0,0,0,0,0,23.06,5.03,0
20200623:0110,0,0,0,0,0,22.82,5.45,0
20200623:0210,0,0,0,0,0,22.76,4.97,0
20200623:0310,0,0,0,0,0,22.86,4.28,0
20200623:0410,27.31,19,39,0,6.29,23.1,3.72,0
20200623:0510,145.26,108,101,0,16.36,23.34,3.59,0
20200623:0610,297.75,243,143,0,26.96,23.62,3.79,0
20200623:0710,446.9,400,166,0,37.79,23.68,3.72,0
20200623:0810,568.57,542,182,0,48.52,23.61,3.38,0
20200623:0910,652.31,636,203,0,58.57,23.59,3.31,0
20200623:1010,704.58,675,229,0,66.61,24.37,4.69,0
20200623:1110,734.26,738,206,0,69.81,24.57,4.9,0
20200623:1210,678.05,599,272,0,66.06,24.75,4.62,0
20200623:1310,625.6,550,250,0,57.76,24.77,4.41,0
20200623:1410,539.49,465,220,0,47.62,24.71,4.34,0
20200623:1510,419.84,347,187,0,36.87,24.67,4,0
20200623:1610,282.85,232,139,0,26.04,24.59,3.24,0
20200623:1710,130.28,94,98,0,15.48,24.41,2.28,0
20200623:1810,17.59,13,29.59,0,5.46,24.2,1.52,0
20200623:1910,0,0,0,0,0,23.96,1.1,0
20200623:2010,0,0,0,0,0,23.74,1.1,0
20200623:2110,0,0,0,0,0,23.48,2.14,0
20200623:2210,0,0,0,0,0,23.32,2.69,0
20200623:2310,0,0,0,0,0,23,3.52,0
20200624:0010,0,0,0,0,0,22.99,3.86,0
20200624:0110,0,0,0,0,0,22.99,4,0
20200624:0210,0,0,0,0,0,22.91,3.72,0
20200624:0310,0,0,0,0,0,22.77,2.69,0
20200624:0410,23.09,10,38,0,6.24,22.61,2.21,0
20200624:0510,115.99,48,118,0,16.32,22.54,1.93,0
20200624:0610,294.68,248,138,0,26.91,22.94,1.38,0
20200624:0710,439.04,410,157,0,37.75,23.36,1.24,0
20200624:0810,583.76,633,120,0,48.48,23.55,2.14,0
20200624:0910,689.36,795,96,0,58.52,23.64,3.03,0
20200624:1010,741.75,853.01,110,0,66.57,23.68,3.38,0
20200624:1110,757.76,864.01,119,0,69.79,23.82,3.72,0
20200624:1210,719.81,747,176,0,66.07,23.92,4.48,0
20200624:1310,676.86,710,147,0,57.78,23.95,5.24,0
20200624:1410,573.18,557,161,0,47.65,24.01,5.86,0
20200624:1510,451.53,430,136,0,36.9,23.87,5.86,0
20200624:1610,297.43,267,118,0,26.07,23.87,5.93,0
20200624:1710,133.33,101,94,0,15.51,23.57,5.31,0
20200624:1810,18.03,15,29.08,0,5.49,23.38,4.69,0
20200624:1910,0,0,0,0,0,23.17,4.48,0
20200624:2010,0,0,0,0,0,23.02,4.07,0
20200624:2110,0,0,0,0,0,22.89,3.93,0
20200624:2210,0,0,0,0,0,23.55,4.21,0
20200624:2310,0,0,0,0,0,23.36,4.14,0
20200625:0010,0,0,0,0,0,23.07,3.45,0
20200625:0110,0,0,0,0,0,22.8,3.86,0
20200625:0210,0,0,0,0,0,22.62,3.66,0
20200625:0310,0,0,0,0,0,22.51,2.97,0
20200625:0410,15.13,2,31,0,6.19,22.44,2.9,0
20200625:0510,129.19,75,110,0,16.26,22.54,3.31,0
20200625:0610,294.84,252,132,0,26.86,22.88,2.28,0
20200625:0710,428.59,372,175,0,37.7,23.26,2.34,0
20200625:0810,559.89,547,170,0,48.42,23.51,2.62,0
20200625:0910,629.14,608,211,0,58.47,23.76,2.21,0
20200625:1010,690.45,646,237,0,66.53,24.51,4.97,0
20200625:1110,724.84,694,223,0,69.77,24.15,6.55,0
20200625:1210,679.43,586,270,0,66.07,23.9,6.62,0
